merchant,description,mcc,transaction_type,label,source
Мегамаркет Online,Synthetic мегамаркет purchase,5331,expense,19,seed_keywords_v1
Мегамаркет Pay,Synthetic payment at мегамаркет,5399,expense,19,seed_keywords_v1
Мегамаркет Store,Synthetic card operation мегамаркет,5311,expense,19,seed_keywords_v1
Озон City,Synthetic озон receipt,5964,expense,19,seed_keywords_v1
Озон Express,Synthetic online payment озон,5999,expense,19,seed_keywords_v1
Озон Online,Synthetic no mcc operation озон,0,expense,19,seed_no_mcc_v1
Озон Online,Synthetic озон purchase,5331,expense,19,seed_keywords_v1
Озон Pay,Synthetic payment at озон,5399,expense,19,seed_keywords_v1
Озон Store,Synthetic card operation озон,5311,expense,19,seed_keywords_v1
Яндекс Маркет City,Synthetic no mcc operation яндекс маркет,0,expense,19,seed_no_mcc_v1
Яндекс Маркет City,Synthetic яндекс маркет purchase,5964,expense,19,seed_keywords_v1
Яндекс Маркет Express,Synthetic payment at яндекс маркет,5999,expense,19,seed_keywords_v1
Яндекс Маркет Online,Synthetic online payment яндекс маркет,5331,expense,19,seed_keywords_v1
Яндекс Маркет Pay,Synthetic card operation яндекс маркет,5399,expense,19,seed_keywords_v1
Яндекс Маркет Store,Synthetic яндекс маркет receipt,5311,expense,19,seed_keywords_v1
Aeroexpress City,Synthetic card operation aeroexpress,4112,expense,20,seed_keywords_v1
Aeroexpress Express,Synthetic no mcc operation aeroexpress,0,expense,20,seed_no_mcc_v1
Aeroexpress Express,Synthetic aeroexpress purchase,4112,expense,20,seed_keywords_v1
Aeroexpress Online,Synthetic aeroexpress receipt,4789,expense,20,seed_keywords_v1
Aeroexpress Pay,Synthetic online payment aeroexpress,4111,expense,20,seed_keywords_v1
Aeroexpress Store,Synthetic payment at aeroexpress,4131,expense,20,seed_keywords_v1
Metro Pass City,Synthetic online payment metro pass,4112,expense,20,seed_keywords_v1
Metro Pass Express,Synthetic card operation metro pass,4131,expense,20,seed_keywords_v1
Metro Pass Online,Synthetic payment at metro pass,4789,expense,20,seed_keywords_v1
Metro Pass Pay,Synthetic metro pass receipt,4111,expense,20,seed_keywords_v1
Metro Pass Store,Synthetic no mcc operation metro pass,0,expense,20,seed_no_mcc_v1
Metro Pass Store,Synthetic metro pass purchase,4131,expense,20,seed_keywords_v1
Mosmetro City,Synthetic online payment mosmetro,4789,expense,20,seed_keywords_v1
Mosmetro Express,Synthetic card operation mosmetro,4111,expense,20,seed_keywords_v1
Mosmetro Online,Synthetic payment at mosmetro,4112,expense,20,seed_keywords_v1
Mosmetro Pay,Synthetic mosmetro receipt,4131,expense,20,seed_keywords_v1
Mosmetro Store,Synthetic no mcc operation mosmetro,0,expense,20,seed_no_mcc_v1
Mosmetro Store,Synthetic mosmetro purchase,4111,expense,20,seed_keywords_v1
Rzd City,Synthetic rzd receipt,4111,expense,20,seed_keywords_v1
Rzd Express,Synthetic online payment rzd,4112,expense,20,seed_keywords_v1
Rzd Online,Synthetic no mcc operation rzd,0,expense,20,seed_no_mcc_v1
Rzd Online,Synthetic rzd purchase,4131,expense,20,seed_keywords_v1
Rzd Pay,Synthetic payment at rzd,4789,expense,20,seed_keywords_v1
Rzd Store,Synthetic card operation rzd,4131,expense,20,seed_keywords_v1
Strelka City,Synthetic card operation strelka,4111,expense,20,seed_keywords_v1
Strelka Express,Synthetic no mcc operation strelka,0,expense,20,seed_no_mcc_v1
Strelka Express,Synthetic strelka purchase,4111,expense,20,seed_keywords_v1
Strelka Online,Synthetic strelka receipt,4131,expense,20,seed_keywords_v1
Strelka Pay,Synthetic online payment strelka,4789,expense,20,seed_keywords_v1
Strelka Store,Synthetic payment at strelka,4112,expense,20,seed_keywords_v1
Troika City,Synthetic no mcc operation troika,0,expense,20,seed_no_mcc_v1
Troika City,Synthetic troika purchase,4789,expense,20,seed_keywords_v1
Troika Express,Synthetic payment at troika,4111,expense,20,seed_keywords_v1
Troika Online,Synthetic online payment troika,4131,expense,20,seed_keywords_v1
Troika Pay,Synthetic card operation troika,4789,expense,20,seed_keywords_v1
Troika Store,Synthetic troika receipt,4112,expense,20,seed_keywords_v1
Автобус City,Synthetic автобус receipt,4112,expense,20,seed_keywords_v1
Автобус Express,Synthetic online payment автобус,4131,expense,20,seed_keywords_v1
Автобус Online,Synthetic no mcc operation автобус,0,expense,20,seed_no_mcc_v1
Автобус Online,Synthetic автобус purchase,4789,expense,20,seed_keywords_v1
Автобус Pay,Synthetic payment at автобус,4111,expense,20,seed_keywords_v1
Автобус Store,Synthetic card operation автобус,4789,expense,20,seed_keywords_v1
Аэроэкспресс City,Synthetic no mcc operation аэроэкспресс,0,expense,20,seed_no_mcc_v1
Аэроэкспресс City,Synthetic аэроэкспресс purchase,4111,expense,20,seed_keywords_v1
Аэроэкспресс Express,Synthetic payment at аэроэкспресс,4112,expense,20,seed_keywords_v1
Аэроэкспресс Online,Synthetic online payment аэроэкспресс,4789,expense,20,seed_keywords_v1
Аэроэкспресс Pay,Synthetic card operation аэроэкспресс,4111,expense,20,seed_keywords_v1
Аэроэкспресс Store,Synthetic аэроэкспресс receipt,4131,expense,20,seed_keywords_v1
Мосметро City,Synthetic мосметро receipt,4789,expense,20,seed_keywords_v1
Мосметро Express,Synthetic online payment мосметро,4111,expense,20,seed_keywords_v1
Мосметро Online,Synthetic no mcc operation мосметро,0,expense,20,seed_no_mcc_v1
Мосметро Online,Synthetic мосметро purchase,4112,expense,20,seed_keywords_v1
Мосметро Pay,Synthetic payment at мосметро,4131,expense,20,seed_keywords_v1
Мосметро Store,Synthetic card operation мосметро,4112,expense,20,seed_keywords_v1
Ржд City,Synthetic payment at ржд,4111,expense,20,seed_keywords_v1
Ржд Express,Synthetic ржд receipt,4112,expense,20,seed_keywords_v1
Ржд Online,Synthetic card operation ржд,4789,expense,20,seed_keywords_v1
Ржд Pay,Synthetic no mcc operation ржд,0,expense,20,seed_no_mcc_v1
Ржд Pay,Synthetic ржд purchase,4789,expense,20,seed_keywords_v1
Ржд Store,Synthetic online payment ржд,4131,expense,20,seed_keywords_v1
Стрелка City,Synthetic online payment стрелка,4111,expense,20,seed_keywords_v1
Стрелка Express,Synthetic card operation стрелка,4112,expense,20,seed_keywords_v1
Стрелка Online,Synthetic payment at стрелка,4131,expense,20,seed_keywords_v1
Стрелка Pay,Synthetic стрелка receipt,4789,expense,20,seed_keywords_v1
Стрелка Store,Synthetic no mcc operation стрелка,0,expense,20,seed_no_mcc_v1
Стрелка Store,Synthetic стрелка purchase,4112,expense,20,seed_keywords_v1
Транспорт City,Synthetic payment at транспорт,4112,expense,20,seed_keywords_v1
Транспорт Express,Synthetic транспорт receipt,4131,expense,20,seed_keywords_v1
Транспорт Online,Synthetic card operation транспорт,4111,expense,20,seed_keywords_v1
Транспорт Pay,Synthetic no mcc operation транспорт,0,expense,20,seed_no_mcc_v1
Транспорт Pay,Synthetic транспорт purchase,4111,expense,20,seed_keywords_v1
Транспорт Store,Synthetic online payment транспорт,4789,expense,20,seed_keywords_v1
Тройка City,Synthetic payment at тройка,4789,expense,20,seed_keywords_v1
Тройка Express,Synthetic тройка receipt,4111,expense,20,seed_keywords_v1
Тройка Online,Synthetic card operation тройка,4131,expense,20,seed_keywords_v1
Тройка Pay,Synthetic no mcc operation тройка,0,expense,20,seed_no_mcc_v1
Тройка Pay,Synthetic тройка purchase,4131,expense,20,seed_keywords_v1
Тройка Store,Synthetic online payment тройка,4112,expense,20,seed_keywords_v1
Belkacar City,Synthetic card operation belkacar,7512,expense,21,seed_keywords_v1
Belkacar Express,Synthetic no mcc operation belkacar,0,expense,21,seed_no_mcc_v1
Belkacar Express,Synthetic belkacar purchase,7512,expense,21,seed_keywords_v1
Belkacar Online,Synthetic belkacar receipt,7512,expense,21,seed_keywords_v1
Belkacar Pay,Synthetic online payment belkacar,4121,expense,21,seed_keywords_v1
Belkacar Store,Synthetic payment at belkacar,4121,expense,21,seed_keywords_v1
Citidrive City,Synthetic citidrive receipt,7512,expense,21,seed_keywords_v1
Citidrive Express,Synthetic online payment citidrive,4121,expense,21,seed_keywords_v1
Citidrive Online,Synthetic no mcc operation citidrive,0,expense,21,seed_no_mcc_v1
Citidrive Online,Synthetic citidrive purchase,7512,expense,21,seed_keywords_v1
Citidrive Pay,Synthetic payment at citidrive,4121,expense,21,seed_keywords_v1
Citidrive Store,Synthetic card operation citidrive,7512,expense,21,seed_keywords_v1
Citymobil City,Synthetic online payment citymobil,4121,expense,21,seed_keywords_v1
Citymobil Express,Synthetic card operation citymobil,7512,expense,21,seed_keywords_v1
Citymobil Online,Synthetic payment at citymobil,4121,expense,21,seed_keywords_v1
Citymobil Pay,Synthetic citymobil receipt,7512,expense,21,seed_keywords_v1
Citymobil Store,Synthetic no mcc operation citymobil,0,expense,21,seed_no_mcc_v1
Citymobil Store,Synthetic citymobil purchase,7512,expense,21,seed_keywords_v1
Delimobil City,Synthetic payment at delimobil,4121,expense,21,seed_keywords_v1
Delimobil Express,Synthetic delimobil receipt,7512,expense,21,seed_keywords_v1
Delimobil Online,Synthetic card operation delimobil,7512,expense,21,seed_keywords_v1
Delimobil Pay,Synthetic no mcc operation delimobil,0,expense,21,seed_no_mcc_v1
Delimobil Pay,Synthetic delimobil purchase,7512,expense,21,seed_keywords_v1
Delimobil Store,Synthetic online payment delimobil,4121,expense,21,seed_keywords_v1
Gettaxi City,Synthetic card operation gettaxi,4121,expense,21,seed_keywords_v1
Gettaxi Express,Synthetic no mcc operation gettaxi,0,expense,21,seed_no_mcc_v1
Gettaxi Express,Synthetic gettaxi purchase,4121,expense,21,seed_keywords_v1
Gettaxi Online,Synthetic gettaxi receipt,4121,expense,21,seed_keywords_v1
Gettaxi Pay,Synthetic online payment gettaxi,7512,expense,21,seed_keywords_v1
Gettaxi Store,Synthetic payment at gettaxi,7512,expense,21,seed_keywords_v1
Indriver City,Synthetic no mcc operation indriver,0,expense,21,seed_no_mcc_v1
Indriver City,Synthetic indriver purchase,7512,expense,21,seed_keywords_v1
Indriver Express,Synthetic payment at indriver,4121,expense,21,seed_keywords_v1
Indriver Online,Synthetic online payment indriver,4121,expense,21,seed_keywords_v1
Indriver Pay,Synthetic card operation indriver,7512,expense,21,seed_keywords_v1
Indriver Store,Synthetic indriver receipt,7512,expense,21,seed_keywords_v1
Maxim City,Synthetic payment at maxim,7512,expense,21,seed_keywords_v1
Maxim Express,Synthetic maxim receipt,4121,expense,21,seed_keywords_v1
Maxim Online,Synthetic card operation maxim,4121,expense,21,seed_keywords_v1
Maxim Pay,Synthetic no mcc operation maxim,0,expense,21,seed_no_mcc_v1
Maxim Pay,Synthetic maxim purchase,4121,expense,21,seed_keywords_v1
Maxim Store,Synthetic online payment maxim,7512,expense,21,seed_keywords_v1
Taxi City,Synthetic card operation taxi,4121,expense,21,seed_keywords_v1
Taxi Express,Synthetic no mcc operation taxi,0,expense,21,seed_no_mcc_v1
Taxi Express,Synthetic taxi purchase,4121,expense,21,seed_keywords_v1
Taxi Online,Synthetic taxi receipt,4121,expense,21,seed_keywords_v1
Taxi Pay,Synthetic online payment taxi,7512,expense,21,seed_keywords_v1
Taxi Store,Synthetic payment at taxi,7512,expense,21,seed_keywords_v1
Uber City,Synthetic no mcc operation uber,0,expense,21,seed_no_mcc_v1
Uber City,Synthetic uber purchase,7512,expense,21,seed_keywords_v1
Uber Express,Synthetic payment at uber,4121,expense,21,seed_keywords_v1
Uber Online,Synthetic online payment uber,4121,expense,21,seed_keywords_v1
Uber Pay,Synthetic card operation uber,7512,expense,21,seed_keywords_v1
Uber Store,Synthetic uber receipt,7512,expense,21,seed_keywords_v1
Yandex Go City,Synthetic payment at yandex go,7512,expense,21,seed_keywords_v1
Yandex Go Express,Synthetic yandex go receipt,4121,expense,21,seed_keywords_v1
Yandex Go Online,Synthetic card operation yandex go,4121,expense,21,seed_keywords_v1
Yandex Go Pay,Synthetic no mcc operation yandex go,0,expense,21,seed_no_mcc_v1
Yandex Go Pay,Synthetic yandex go purchase,4121,expense,21,seed_keywords_v1
Yandex Go Store,Synthetic online payment yandex go,7512,expense,21,seed_keywords_v1
Yandex Taxi City,Synthetic online payment yandex taxi,7512,expense,21,seed_keywords_v1
Yandex Taxi Express,Synthetic card operation yandex taxi,4121,expense,21,seed_keywords_v1
Yandex Taxi Online,Synthetic payment at yandex taxi,7512,expense,21,seed_keywords_v1
Yandex Taxi Pay,Synthetic yandex taxi receipt,4121,expense,21,seed_keywords_v1
Yandex Taxi Store,Synthetic no mcc operation yandex taxi,0,expense,21,seed_no_mcc_v1
Yandex Taxi Store,Synthetic yandex taxi purchase,4121,expense,21,seed_keywords_v1
Youdrive City,Synthetic online payment youdrive,7512,expense,21,seed_keywords_v1
Youdrive Express,Synthetic card operation youdrive,4121,expense,21,seed_keywords_v1
Youdrive Online,Synthetic payment at youdrive,7512,expense,21,seed_keywords_v1
Youdrive Pay,Synthetic youdrive receipt,4121,expense,21,seed_keywords_v1
Youdrive Store,Synthetic no mcc operation youdrive,0,expense,21,seed_no_mcc_v1
Youdrive Store,Synthetic youdrive purchase,4121,expense,21,seed_keywords_v1
Делимобиль City,Synthetic no mcc operation делимобиль,0,expense,21,seed_no_mcc_v1
Делимобиль City,Synthetic делимобиль purchase,4121,expense,21,seed_keywords_v1
Делимобиль Express,Synthetic payment at делимобиль,7512,expense,21,seed_keywords_v1
Делимобиль Online,Synthetic online payment делимобиль,7512,expense,21,seed_keywords_v1
Делимобиль Pay,Synthetic card operation делимобиль,4121,expense,21,seed_keywords_v1
Делимобиль Store,Synthetic делимобиль receipt,4121,expense,21,seed_keywords_v1
Ситимобил City,Synthetic ситимобил receipt,4121,expense,21,seed_keywords_v1
Ситимобил Express,Synthetic online payment ситимобил,7512,expense,21,seed_keywords_v1
Ситимобил Online,Synthetic no mcc operation ситимобил,0,expense,21,seed_no_mcc_v1
Ситимобил Online,Synthetic ситимобил purchase,4121,expense,21,seed_keywords_v1
Ситимобил Pay,Synthetic payment at ситимобил,7512,expense,21,seed_keywords_v1
